epoch,rn50,vits,swint,mixer,gmlp
234,74.59,75.868,77.258,70.142,75.812
235,74.544,75.736,77.208,69.49400003,75.894
236,75.126,75.872,77.136,69.64000011,75.87
237,74.79,76.044,77.376,69.67800005,75.926
238,75.074,75.904,77.352,69.31200006,76.042
239,74.802,75.79,77.324,69.73599998,75.934
240,75.216,75.942,77.45,69.28400006,75.876
241,75.28,75.886,77.252,69.22799996,76.082
242,75.352,75.968,77.102,69.79000006,76.012
243,75.27,76.112,77.274,69.63400012,76.15
244,75.336,75.956,77.312,69.06600004,76.186
245,75.462,76.04,77.154,69.74400009,76.114
246,75.262,76.18,77.274,69.26200001,76.196
247,75.458,76.092,77.23,69.67600004,76.252
248,75.42,76.202,77.254,69.19399991,76.01
249,75.818,76.308,77.338,68.71200014,76.15
250,75.522,76.328,77.298,69.36400007,76.302
251,75.634,76.288,77.168,69.21400004,76.232
252,75.792,76.358,77.128,69.39999999,76.302
253,75.912,76.36,77.378,69.16799997,76.218
254,75.84,76.328,77.12,68.99199997,76.208
255,75.844,76.242,77.34,68.96599999,76.158
256,75.89,76.352,77.394,69.09600009,76.328
257,75.944,76.366,77.286,69.32000014,76.378
258,76.032,76.242,77.282,69.17800004,76.464
259,76.042,76.348,77.338,69.06199994,76.488
260,76.182,76.526,77.204,69.14200012,76.352
261,76.016,76.286,77.206,68.92799994,76.368
262,76.122,76.436,77.314,69.15599996,76.384
263,75.982,76.538,77.288,69.21600011,76.486
264,76.256,76.53,77.524,68.88599997,76.356
265,76.218,76.308,77.218,68.72200002,76.392
266,76.138,76.338,77.134,68.79800014,76.442
267,76.352,76.34,77.25,68.65400002,76.356
268,76.358,76.434,77.304,68.91200004,76.494
269,76.44,76.562,77.428,69.05599991,76.454
270,76.316,76.496,77.23,68.84400002,76.478
271,76.342,76.582,77.224,68.51000002,76.37
272,76.356,76.532,77.156,68.64000014,76.67
273,76.446,76.632,77.03,68.85200007,76.478
274,76.452,76.464,77.268,68.92999994,76.556
275,76.392,76.498,77.234,68.36199997,76.588
276,76.592,76.522,77.206,68.68199999,76.53
277,76.432,76.472,77.414,68.68600007,76.546
278,76.52,76.538,77.262,68.61599999,76.536
279,76.57,76.508,77.34,68.87400004,76.554
280,76.604,76.636,77.362,68.71200002,76.536
281,76.708,76.654,77.276,68.66599991,76.566
282,76.636,76.524,77.154,68.7720001,76.502
283,76.706,76.624,77.26,68.76400007,76.57
284,76.702,76.584,77.256,68.78999994,76.472
285,76.702,76.632,77.222,68.76399999,76.482
286,76.698,76.634,77.2,68.74599994,76.56
287,76.708,76.618,77.27,68.92200009,76.574
288,76.65,76.56,77.274,68.74399999,76.492
289,76.732,76.602,77.288,68.77400007,76.5
290,76.664,76.642,77.344,68.72399999,76.544
291,76.698,76.638,77.23,68.68000002,76.552
292,76.742,76.664,77.284,68.75799994,76.584
293,76.722,76.586,77.292,68.69600012,76.576
294,76.704,76.648,77.32,68.64999997,76.534
295,76.736,76.646,77.33,68.71800002,76.566
296,76.7,76.672,77.278,68.63600002,76.538
297,76.726,76.672,77.308,68.63800004,76.54
298,76.688,76.69,77.372,68.67800002,76.55
299,76.782,76.668,77.33,68.70599997,76.58
